Order ID,Date,Product Name,Category,Quantity Sold,Unit Price,Total Sales,Discount (%),Profit Margin (%),Customer ID,Customer Age,Customer Gender,Region,Payment Method,Order Status,Shipping Cost
1144,2025-02-19,Headphones,Electronics,5,176.83,884.15,13.97,22.67,5612,41,Male,North,Bank Transfer,Shipped,13.96
1145,2024-09-22,Air Conditioner,Home Appliances,10,399.53,3995.3,2.83,20.06,4346,49,Other,West,Cash,Returned,24.96
1146,2024-09-15,Sneakers,Clothing,5,270.86,1354.3,5.38,23.33,6949,18,Other,North,Bank Transfer,Completed,28.96
1147,2024-06-09,Smartwatch,Electronics,3,19.6,58.8,16.17,5.21,9898,35,Female,East,Credit Card,Pending,20.99
1148,2024-10-24,Jeans,Clothing,4,109.4,437.6,5.05,26.22,7944,18,Other,North,PayPal,Completed,19.03
1149,2025-01-13,Face Cream,Beauty,5,349.13,1745.65,6.63,19.46,9435,36,Other,South,Debit Card,Completed,37.65
1150,2025-01-15,Shampoo,Beauty,3,157.94,473.82,7.75,28.82,4037,48,Male,South,Cash,Shipped,40.56
1151,2024-04-22,Face Cream,Beauty,5,350.17,1750.85,3.57,18.53,6183,37,Male,East,Debit Card,Returned,36.14
1152,2024-08-26,Dress,Clothing,7,323.66,2265.62,16.68,28.42,5734,54,Male,West,Bank Transfer,Cancelled,48.61
1153,2024-04-12,Jacket,Clothing,4,82.64,330.56,4.2,23.26,1108,49,Female,West,Debit Card,Pending,33.84
1154,2024-10-17,Face Cream,Beauty,4,421.42,1685.68,3.63,19.73,8589,63,Other,East,Cash,Returned,11.49
1155,2024-04-16,Vacuum Cleaner,Home Appliances,5,109.87,549.35,16.32,9.83,6284,46,Male,North,PayPal,Returned,28.46
1156,2024-07-02,Jeans,Clothing,10,260.91,2609.1,14.12,16.07,3068,27,Male,East,PayPal,Returned,39.37
1157,2024-03-06,Smartphone,Electronics,3,139.62,418.86,7.82,6.72,7753,20,Male,West,Debit Card,Pending,39.43
1158,2024-12-03,Jeans,Clothing,4,265.5,1062.0,3.0,28.26,2488,22,Female,West,PayPal,Pending,8.26
1159,2024-06-05,Smartphone,Electronics,8,297.97,2383.76,2.88,27.21,7131,50,Female,West,Credit Card,Pending,9.65
1160,2024-07-23,Dress,Clothing,7,409.36,2865.52,17.64,19.27,4845,36,Other,West,PayPal,Pending,31.22
1161,2024-05-29,Smartphone,Electronics,1,20.78,20.78,1.57,24.92,2070,53,Other,West,Debit Card,Returned,38.84
1162,2024-11-18,T-Shirt,Clothing,2,97.57,195.14,8.15,5.14,9181,43,Other,North,PayPal,Completed,24.83
1163,2024-12-27,Headphones,Electronics,10,225.17,2251.7,15.33,26.68,2678,60,Female,North,PayPal,Shipped,36.64
1164,2024-11-11,Face Cream,Beauty,7,108.53,759.71,0.83,26.1,6635,51,Other,North,Bank Transfer,Cancelled,44.19
1165,2024-07-03,Jeans,Clothing,5,489.24,2446.2,7.06,27.44,1716,64,Male,East,Bank Transfer,Shipped,13.75
1166,2024-05-26,Shampoo,Beauty,8,147.89,1183.12,11.97,21.63,8948,48,Other,North,PayPal,Pending,21.23
1167,2024-07-28,Jeans,Clothing,8,85.46,683.68,17.76,23.37,6410,43,Male,East,Credit Card,Returned,11.66
1168,2025-01-16,Laptop,Electronics,5,54.69,273.45,11.19,29.28,6512,47,Other,North,PayPal,Shipped,47.98
1169,2024-09-17,Dress,Clothing,8,231.73,1853.84,18.94,27.5,1738,33,Male,North,Debit Card,Shipped,44.74
1170,2024-07-01,Shampoo,Beauty,1,125.89,125.89,17.31,8.21,2799,53,Other,North,Bank Transfer,Pending,42.47
1171,2024-10-07,Microwave,Home Appliances,2,124.21,248.42,17.59,5.67,3178,34,Other,North,Credit Card,Pending,19.31
1172,2024-09-29,Dress,Clothing,1,13.65,13.65,5.1,12.11,2301,22,Female,East,Debit Card,Shipped,48.62
1173,2024-02-29,Vacuum Cleaner,Home Appliances,3,98.28,294.84,13.25,5.1,9503,39,Male,South,Bank Transfer,Cancelled,36.52
1174,2024-06-21,Headphones,Electronics,6,70.67,424.02,4.56,7.19,5940,18,Female,East,Debit Card,Cancelled,17.52
1175,2024-03-18,Perfume,Beauty,1,485.42,485.42,0.23,8.19,7944,61,Female,West,PayPal,Returned,22.71
1176,2025-02-21,Microwave,Home Appliances,9,483.99,4355.91,12.62,22.61,9759,26,Other,West,Cash,Shipped,15.26
1177,2024-04-23,Jeans,Clothing,6,381.04,2286.24,12.08,7.85,8655,51,Male,East,Debit Card,Returned,25.08
1178,2024-04-27,Headphones,Electronics,4,445.02,1780.08,10.76,23.33,6168,50,Other,North,PayPal,Pending,14.01
1179,2024-08-13,Microwave,Home Appliances,8,367.85,2942.8,17.22,29.94,2318,65,Other,North,Credit Card,Pending,12.9
1180,2024-11-23,Refrigerator,Home Appliances,4,98.94,395.76,2.07,12.65,2318,37,Female,East,Bank Transfer,Returned,18.8
1181,2025-02-06,Laptop,Electronics,6,456.13,2736.78,3.97,22.32,1280,57,Other,West,Debit Card,Pending,29.68
1182,2025-02-14,Refrigerator,Home Appliances,2,268.1,536.2,5.48,24.38,9828,51,Female,South,Credit Card,Pending,41.76
1183,2024-05-15,Jacket,Clothing,6,419.56,2517.36,2.61,28.2,2816,34,Other,South,Bank Transfer,Returned,32.99
1184,2024-03-19,Sneakers,Clothing,9,483.42,4350.78,10.77,19.44,9888,43,Male,North,Cash,Cancelled,39.12
1185,2024-06-02,Tablet,Electronics,4,383.5,1534.0,9.19,17.28,6432,42,Female,North,Debit Card,Pending,24.79
1186,2024-06-25,Air Conditioner,Home Appliances,9,173.76,1563.84,15.3,28.68,5235,21,Other,North,PayPal,Returned,25.98
1187,2024-11-13,Face Cream,Beauty,3,477.33,1431.99,3.37,8.08,2707,46,Female,West,Debit Card,Returned,17.05
1188,2024-06-24,Refrigerator,Home Appliances,1,206.13,206.13,3.05,13.44,7470,22,Other,East,PayPal,Returned,40.49
1189,2025-01-03,Vacuum Cleaner,Home Appliances,5,264.98,1324.9,6.26,18.19,7514,63,Female,South,Cash,Cancelled,23.38
1190,2024-07-08,Shampoo,Beauty,5,70.96,354.8,9.08,26.3,6701,29,Other,South,Debit Card,Pending,5.09
1191,2024-09-05,Perfume,Beauty,6,188.39,1130.34,1.58,7.79,9500,45,Female,East,PayPal,Pending,38.59
1192,2024-05-29,Microwave,Home Appliances,9,211.47,1903.23,4.22,16.79,5775,40,Other,North,Bank Transfer,Cancelled,23.11
1193,2024-02-26,Tablet,Electronics,7,386.75,2707.25,11.46,27.83,3324,60,Other,West,Cash,Cancelled,38.81
1194,2024-08-20,T-Shirt,Clothing,1,436.46,436.46,8.63,24.14,4499,48,Other,East,Bank Transfer,Pending,15.62
1195,2024-10-12,Perfume,Beauty,1,133.68,133.68,6.05,22.27,3566,30,Female,East,PayPal,Shipped,38.88
1196,2024-02-28,Smartphone,Electronics,3,381.72,1145.16,6.76,11.92,7852,54,Other,West,Debit Card,Returned,37.63
1197,2024-05-07,Washing Machine,Home Appliances,2,147.86,295.72,4.98,26.7,5902,53,Female,North,Cash,Pending,49.0
1198,2024-06-18,Face Cream,Beauty,9,75.35,678.15,13.27,24.04,1720,50,Female,East,Credit Card,Completed,29.07
1199,2024-06-17,Refrigerator,Home Appliances,7,367.5,2572.5,12.17,16.74,6132,19,Other,South,Credit Card,Pending,15.34
1200,2024-12-22,Dress,Clothing,8,157.87,1262.96,10.51,7.69,6423,39,Other,East,Cash,Shipped,31.04
1201,2024-11-28,Jacket,Clothing,3,321.79,965.37,18.08,24.24,9437,61,Other,East,Debit Card,Returned,6.49
1202,2024-08-27,Refrigerator,Home Appliances,10,271.66,2716.6,12.62,23.45,5014,29,Male,West,Bank Transfer,Shipped,11.02
1203,2025-02-14,Smartwatch,Electronics,6,367.53,2205.18,1.02,9.79,6435,61,Female,East,Credit Card,Completed,21.77
1204,2024-04-13,Air Conditioner,Home Appliances,10,55.76,557.6,11.04,7.52,1732,60,Other,South,Credit Card,Returned,25.45
1205,2025-02-02,Sneakers,Clothing,3,287.82,863.46,18.63,28.7,8137,20,Other,East,Credit Card,Cancelled,17.31
1206,2024-07-24,Sneakers,Clothing,5,418.13,2090.65,6.21,29.77,1532,64,Female,West,Debit Card,Shipped,29.0
1207,2024-08-13,Headphones,Electronics,4,485.57,1942.28,16.97,18.44,2721,62,Male,West,Cash,Shipped,27.3
1208,2024-04-11,Tablet,Electronics,9,124.77,1122.93,18.92,16.6,1765,52,Female,West,PayPal,Pending,12.35
1209,2024-10-05,Perfume,Beauty,4,317.65,1270.6,9.8,26.66,5735,54,Other,North,Credit Card,Shipped,9.25
1210,2024-09-07,Shampoo,Beauty,8,217.14,1737.12,17.75,17.74,6010,54,Female,North,PayPal,Cancelled,32.5
1211,2025-01-23,Vacuum Cleaner,Home Appliances,2,357.67,715.34,13.08,22.25,4660,43,Other,East,Cash,Returned,26.33
1212,2024-06-12,Headphones,Electronics,3,481.43,1444.29,17.23,18.56,4732,22,Other,East,Credit Card,Cancelled,28.86
1213,2024-06-08,Microwave,Home Appliances,9,123.83,1114.47,17.53,11.33,5032,21,Male,West,Credit Card,Shipped,17.37
1214,2024-09-11,Lipstick,Beauty,2,467.89,935.78,6.17,8.95,2077,36,Female,North,Bank Transfer,Shipped,17.47
1215,2024-06-16,Tablet,Electronics,4,209.29,837.16,19.19,5.31,2657,44,Female,West,Debit Card,Cancelled,34.3
1216,2024-12-05,Microwave,Home Appliances,6,402.98,2417.88,19.59,13.06,4447,58,Female,South,Bank Transfer,Pending,5.22
1217,2024-09-10,Dress,Clothing,3,296.94,890.82,6.04,5.62,3906,58,Other,East,Credit Card,Completed,41.12
1218,2024-06-20,Headphones,Electronics,4,146.58,586.32,11.69,21.74,6258,37,Male,East,PayPal,Completed,30.26
1219,2024-04-14,Vacuum Cleaner,Home Appliances,6,381.14,2286.84,15.25,8.12,9160,53,Male,East,PayPal,Cancelled,12.14
1220,2025-01-01,Air Conditioner,Home Appliances,3,275.01,825.03,8.17,27.46,8024,32,Other,North,PayPal,Returned,30.55
1221,2024-10-15,Lipstick,Beauty,6,482.44,2894.64,16.48,18.62,9024,28,Other,South,Credit Card,Returned,9.42
1222,2024-08-23,Refrigerator,Home Appliances,10,224.93,2249.3,1.03,11.87,9154,45,Male,South,Bank Transfer,Cancelled,31.75
1223,2024-09-08,Conditioner,Beauty,5,148.53,742.65,8.35,5.66,3206,46,Other,East,Debit Card,Completed,43.96
1224,2024-06-02,Lipstick,Beauty,4,383.53,1534.12,7.78,29.34,7064,38,Female,East,Bank Transfer,Completed,32.86
1225,2024-06-02,Dress,Clothing,6,496.48,2978.88,17.28,21.12,6009,39,Other,North,Bank Transfer,Returned,18.81
1226,2025-01-11,Perfume,Beauty,3,211.98,635.94,12.62,27.27,5889,27,Female,South,Credit Card,Returned,13.98
1227,2024-08-15,Smartwatch,Electronics,3,279.45,838.35,4.2,20.74,9767,51,Female,West,Credit Card,Returned,22.38
1228,2024-07-12,Conditioner,Beauty,2,450.63,901.26,4.81,20.15,8976,28,Male,North,PayPal,Pending,31.01
1229,2025-01-21,Vacuum Cleaner,Home Appliances,10,94.88,948.8,4.51,22.61,2449,56,Other,West,Cash,Pending,49.23
1230,2024-08-10,Sneakers,Clothing,8,90.65,725.2,12.57,6.33,3423,61,Other,South,PayPal,Returned,14.32
1231,2024-10-09,Washing Machine,Home Appliances,6,148.14,888.84,0.54,15.56,3140,33,Male,North,Debit Card,Returned,42.07
1232,2025-01-17,Jacket,Clothing,9,391.67,3525.03,8.84,5.01,7825,38,Male,South,Debit Card,Completed,18.58
1233,2024-06-02,Shampoo,Beauty,9,54.71,492.39,1.9,17.74,2107,59,Female,West,Cash,Shipped,28.59
1234,2025-01-07,Dress,Clothing,3,444.51,1333.53,13.2,12.7,6082,60,Female,East,Credit Card,Completed,8.61
1235,2024-02-28,Microwave,Home Appliances,1,123.18,123.18,15.99,8.87,3047,25,Male,East,Credit Card,Cancelled,16.09
1236,2024-07-26,Lipstick,Beauty,2,217.39,434.78,14.4,16.29,1722,47,Other,West,Debit Card,Cancelled,45.78
1237,2024-07-29,Vacuum Cleaner,Home Appliances,10,285.87,2858.7,0.44,26.66,6333,57,Male,East,Bank Transfer,Completed,36.35
1238,2024-05-07,Dress,Clothing,10,197.88,1978.8,15.82,10.3,6130,56,Other,West,PayPal,Pending,24.57
1239,2024-11-11,Tablet,Electronics,5,62.42,312.1,16.32,13.41,3136,31,Female,West,Credit Card,Returned,19.23
1240,2024-02-25,Perfume,Beauty,5,410.14,2050.7,5.26,10.45,8110,40,Other,North,Credit Card,Returned,35.83
1241,2024-07-20,Jacket,Clothing,10,193.37,1933.7,3.8,8.09,6370,39,Male,West,Debit Card,Shipped,10.14
1242,2024-03-27,Lipstick,Beauty,10,377.59,3775.9,12.11,23.24,1564,31,Female,West,Cash,Shipped,33.36
1243,2024-12-21,Face Cream,Beauty,5,436.29,2181.45,19.71,6.39,8603,25,Other,West,Debit Card,Cancelled,15.47
1244,2025-01-25,Jacket,Clothing,6,149.17,895.02,18.35,10.82,7986,60,Female,West,Bank Transfer,Pending,5.44
1245,2025-01-01,Shampoo,Beauty,2,332.54,665.08,19.03,11.0,6753,22,Female,West,Credit Card,Pending,10.83
1246,2024-04-22,Jeans,Clothing,1,384.47,384.47,14.96,21.88,8477,37,Other,West,PayPal,Shipped,37.98
1247,2024-09-01,Tablet,Electronics,3,454.43,1363.29,7.9,11.43,9514,61,Male,East,Bank Transfer,Returned,8.26
1248,2024-12-28,Headphones,Electronics,8,120.9,967.2,16.39,15.57,9975,24,Male,North,Bank Transfer,Returned,6.82
1249,2024-10-06,Dress,Clothing,3,129.05,387.15,18.7,23.53,1406,24,Other,South,Bank Transfer,Cancelled,5.88
1250,2024-07-21,T-Shirt,Clothing,3,390.91,1172.73,0.4,5.27,3108,39,Male,South,Cash,Completed,44.88
1251,2024-06-09,Smartphone,Electronics,10,136.42,1364.2,0.93,13.07,5103,60,Male,South,Bank Transfer,Returned,23.8
1252,2024-02-22,Smartphone,Electronics,8,326.98,2615.84,3.09,28.79,2452,44,Male,North,Debit Card,Pending,44.36
1253,2025-02-09,Lipstick,Beauty,6,358.57,2151.42,19.5,7.08,7218,65,Male,South,Cash,Completed,23.7
1254,2024-06-01,Vacuum Cleaner,Home Appliances,6,198.97,1193.82,13.06,7.56,2346,42,Male,South,Cash,Pending,49.7
1255,2024-10-03,Lipstick,Beauty,6,368.69,2212.14,9.09,19.28,8902,41,Male,West,Bank Transfer,Returned,22.12
1256,2024-02-25,Air Conditioner,Home Appliances,1,100.5,100.5,14.17,13.54,5090,51,Male,North,PayPal,Completed,15.86
1257,2024-12-10,Sneakers,Clothing,6,490.44,2942.64,7.45,28.48,5369,47,Female,West,Cash,Cancelled,49.12
1258,2024-08-27,Dress,Clothing,10,271.41,2714.1,16.47,11.49,2519,60,Female,East,Debit Card,Pending,26.97
1259,2024-07-24,Conditioner,Beauty,7,205.93,1441.51,15.95,11.26,5723,64,Female,West,PayPal,Shipped,26.9
1260,2024-07-20,Shampoo,Beauty,3,423.54,1270.62,11.77,24.72,6547,62,Other,East,Debit Card,Shipped,49.51
1261,2024-04-19,Vacuum Cleaner,Home Appliances,6,82.27,493.62,16.69,17.79,8303,33,Male,East,Credit Card,Pending,23.1
1262,2024-07-02,T-Shirt,Clothing,3,305.59,916.77,9.06,10.14,3973,28,Female,West,PayPal,Shipped,23.24
1263,2024-05-07,Smartphone,Electronics,10,390.2,3902.0,11.29,28.59,2021,48,Female,West,Cash,Returned,46.08
1264,2025-01-31,Conditioner,Beauty,10,326.1,3261.0,2.14,15.67,6746,36,Male,South,Bank Transfer,Cancelled,19.83
1265,2024-11-07,Laptop,Electronics,2,367.22,734.44,10.01,28.12,6168,57,Female,West,PayPal,Cancelled,34.31
1266,2024-03-29,Lipstick,Beauty,8,325.58,2604.64,13.57,27.11,1413,65,Male,South,Cash,Completed,21.59
1267,2024-09-12,Tablet,Electronics,10,107.81,1078.1,19.18,16.43,7109,49,Female,East,PayPal,Pending,38.91
1268,2024-11-03,Laptop,Electronics,2,64.74,129.48,17.43,13.34,7847,59,Male,East,Cash,Returned,47.38
1269,2024-03-12,Laptop,Electronics,5,344.99,1724.95,18.5,7.91,1918,62,Male,West,Debit Card,Returned,39.36
1270,2024-06-06,Washing Machine,Home Appliances,9,83.09,747.81,10.05,28.13,2609,40,Male,South,Bank Transfer,Returned,12.34
1271,2024-03-25,Washing Machine,Home Appliances,5,216.3,1081.5,19.69,15.02,4050,32,Other,South,Debit Card,Cancelled,12.64
1272,2024-12-23,Tablet,Electronics,1,465.98,465.98,14.77,25.0,6755,57,Other,West,Bank Transfer,Cancelled,16.9
1273,2025-01-06,Perfume,Beauty,5,195.71,978.55,17.2,15.91,9608,53,Male,South,Cash,Shipped,29.57
1274,2024-04-30,Refrigerator,Home Appliances,5,444.24,2221.2,19.29,25.21,6354,18,Other,South,Credit Card,Shipped,37.08
1275,2024-09-20,Conditioner,Beauty,6,379.01,2274.06,6.78,12.68,4174,19,Female,East,Debit Card,Pending,40.31
1276,2024-12-23,Conditioner,Beauty,2,413.35,826.7,8.99,11.02,7851,44,Male,North,Debit Card,Shipped,35.34
1277,2024-12-02,Sneakers,Clothing,7,418.64,2930.48,8.14,11.45,2557,24,Other,North,PayPal,Shipped,35.16
1278,2024-04-25,Jacket,Clothing,10,415.7,4157.0,3.79,7.03,8903,30,Other,East,Cash,Cancelled,44.22
1279,2025-02-09,Conditioner,Beauty,2,32.31,64.62,3.86,14.08,5241,46,Other,North,PayPal,Completed,40.55
1280,2024-08-19,Conditioner,Beauty,6,415.26,2491.56,8.49,18.69,3124,45,Other,West,Credit Card,Returned,45.4
1281,2024-04-17,Smartphone,Electronics,7,454.4,3180.8,4.98,20.56,3562,26,Male,West,PayPal,Returned,48.58
1282,2024-12-11,Washing Machine,Home Appliances,7,475.37,3327.59,15.89,10.92,2283,26,Male,South,Bank Transfer,Pending,18.39
1283,2024-08-02,Washing Machine,Home Appliances,2,415.14,830.28,19.79,20.44,5572,39,Other,South,Credit Card,Shipped,49.3
1284,2024-06-06,Jeans,Clothing,1,231.25,231.25,2.36,13.57,1663,45,Other,South,Cash,Returned,36.58
1285,2025-01-26,Tablet,Electronics,8,249.89,1999.12,18.38,8.18,8814,28,Male,West,Debit Card,Pending,31.43
1286,2024-10-25,Jeans,Clothing,7,37.02,259.14,9.18,18.02,2634,25,Female,North,Bank Transfer,Completed,38.25
1287,2024-04-09,Washing Machine,Home Appliances,4,150.9,603.6,5.62,25.6,5596,38,Female,South,Bank Transfer,Returned,36.8
1288,2024-09-13,Jeans,Clothing,1,107.27,107.27,15.55,5.84,2465,28,Male,South,Debit Card,Shipped,39.99
1289,2024-09-23,Lipstick,Beauty,7,58.29,408.03,1.36,7.62,5060,48,Male,West,Debit Card,Returned,29.36
1290,2024-07-22,Headphones,Electronics,4,421.34,1685.36,19.04,21.5,5990,44,Female,North,Debit Card,Cancelled,18.52
1291,2024-08-09,Perfume,Beauty,4,199.95,799.8,1.4,8.83,5719,34,Female,East,PayPal,Returned,49.75
1292,2025-02-01,Dress,Clothing,3,79.11,237.33,14.26,28.32,4422,51,Other,West,Debit Card,Completed,40.75
1293,2024-12-12,Face Cream,Beauty,9,209.09,1881.81,11.66,23.02,9934,62,Other,East,PayPal,Shipped,24.72
1294,2024-04-02,Jeans,Clothing,4,372.69,1490.76,7.6,5.02,6321,19,Male,East,Cash,Cancelled,35.78
1295,2024-11-30,T-Shirt,Clothing,8,60.53,484.24,0.46,18.56,3686,48,Male,North,Bank Transfer,Returned,18.92
1296,2025-02-17,Tablet,Electronics,10,375.3,3753.0,18.52,26.72,8535,25,Male,North,Cash,Cancelled,45.35
1297,2024-11-23,Smartwatch,Electronics,9,279.01,2511.09,12.95,29.84,9849,26,Male,West,Credit Card,Completed,46.3
1298,2024-12-31,Sneakers,Clothing,5,267.55,1337.75,17.88,14.38,3671,44,Female,West,Debit Card,Cancelled,34.39
1299,2024-05-20,Air Conditioner,Home Appliances,8,487.81,3902.48,10.7,27.86,6186,47,Female,East,Debit Card,Pending,14.8
1300,2025-02-04,Smartwatch,Electronics,10,97.07,970.7,5.16,19.55,9394,34,Male,West,PayPal,Shipped,47.56
1301,2025-01-03,Shampoo,Beauty,5,239.25,1196.25,1.81,21.86,4905,38,Male,West,Bank Transfer,Pending,31.3
1302,2025-02-13,Smartphone,Electronics,4,202.13,808.52,14.19,5.7,5564,19,Female,West,Credit Card,Returned,16.39
1303,2025-01-04,Lipstick,Beauty,6,186.45,1118.7,15.09,18.27,6568,32,Male,South,Credit Card,Shipped,27.41
1304,2024-11-22,Perfume,Beauty,7,72.9,510.3,3.47,28.42,8517,35,Other,East,PayPal,Returned,26.3
1305,2024-05-09,Smartphone,Electronics,4,403.2,1612.8,3.81,28.7,9623,64,Other,West,Debit Card,Shipped,41.73
1306,2024-03-07,Conditioner,Beauty,3,176.6,529.8,9.47,17.21,8451,29,Female,West,PayPal,Returned,40.72
1307,2025-01-12,Air Conditioner,Home Appliances,10,261.63,2616.3,15.03,6.92,3257,26,Male,East,Debit Card,Completed,26.56
1308,2024-06-25,Lipstick,Beauty,10,333.1,3331.0,7.37,29.12,4072,53,Other,East,Cash,Pending,14.39
1309,2024-12-07,Lipstick,Beauty,5,336.61,1683.05,6.14,15.7,7566,42,Male,South,Cash,Shipped,24.56
1310,2024-03-09,Conditioner,Beauty,10,394.37,3943.7,14.17,9.4,6047,65,Other,North,Credit Card,Cancelled,49.58
1311,2024-03-27,Microwave,Home Appliances,4,188.27,753.08,12.84,24.06,6343,38,Other,East,Cash,Returned,32.92
1312,2024-04-01,Air Conditioner,Home Appliances,8,65.9,527.2,18.82,17.79,3047,44,Other,West,Cash,Cancelled,49.13
1313,2024-08-19,Air Conditioner,Home Appliances,10,307.51,3075.1,13.4,22.27,1009,65,Male,East,Debit Card,Returned,39.44
1314,2024-11-04,Headphones,Electronics,5,63.85,319.25,2.22,8.98,4518,30,Male,West,PayPal,Returned,13.51
1315,2024-11-11,Sneakers,Clothing,9,453.45,4081.05,5.78,14.46,9099,55,Male,South,Bank Transfer,Pending,37.25
1316,2024-06-03,Headphones,Electronics,9,307.31,2765.79,5.8,7.71,8372,38,Female,South,Cash,Completed,15.84
1317,2024-11-18,Lipstick,Beauty,2,24.31,48.62,11.38,29.61,6024,62,Male,East,Credit Card,Cancelled,29.71
1318,2024-08-19,T-Shirt,Clothing,7,129.89,909.23,17.54,13.01,6282,49,Male,East,Debit Card,Pending,28.9
1319,2024-04-23,Vacuum Cleaner,Home Appliances,5,452.91,2264.55,1.57,12.76,9234,63,Female,South,Debit Card,Shipped,46.67
1320,2024-12-21,Perfume,Beauty,4,478.99,1915.96,9.51,11.1,1658,54,Male,West,Cash,Pending,13.71
1321,2024-10-15,Tablet,Electronics,7,130.36,912.52,4.44,18.17,5807,56,Other,West,PayPal,Shipped,49.28
1322,2024-11-21,Smartwatch,Electronics,8,133.69,1069.52,11.54,22.75,8872,24,Male,East,Cash,Pending,30.8
1323,2024-06-03,Refrigerator,Home Appliances,5,379.51,1897.55,4.72,26.71,5944,25,Female,North,PayPal,Completed,26.68
1324,2024-09-07,Sneakers,Clothing,9,304.58,2741.22,12.15,16.8,3102,36,Other,West,Cash,Returned,45.51
1325,2024-04-12,Air Conditioner,Home Appliances,4,364.69,1458.76,8.88,19.64,3957,56,Female,East,Debit Card,Returned,44.74
1326,2024-10-30,Smartwatch,Electronics,9,334.83,3013.47,13.67,15.83,9764,43,Male,West,Debit Card,Returned,31.59
1327,2024-07-21,Dress,Clothing,6,364.43,2186.58,9.59,22.34,3141,26,Male,East,Credit Card,Cancelled,15.08
1328,2024-08-27,Smartwatch,Electronics,8,498.81,3990.48,10.96,29.95,8863,52,Other,South,PayPal,Completed,27.43
1329,2024-04-18,Perfume,Beauty,5,453.16,2265.8,6.37,27.9,1504,32,Female,South,Debit Card,Shipped,12.65
1330,2024-08-21,Tablet,Electronics,1,399.98,399.98,7.82,17.85,8563,64,Female,North,PayPal,Returned,40.69
1331,2024-08-10,Smartphone,Electronics,2,140.63,281.26,2.38,19.12,6910,35,Male,West,Bank Transfer,Cancelled,11.59
1332,2024-04-16,Perfume,Beauty,2,287.62,575.24,0.02,24.74,4268,44,Male,South,Bank Transfer,Pending,8.74
1333,2024-05-10,Sneakers,Clothing,4,204.4,817.6,4.67,8.86,2216,46,Male,North,Bank Transfer,Returned,40.62
1334,2024-06-19,Conditioner,Beauty,3,357.54,1072.62,0.24,19.82,9614,18,Female,West,Credit Card,Cancelled,47.51
1335,2024-11-14,Tablet,Electronics,9,470.92,4238.28,19.92,26.71,3145,63,Male,West,Cash,Pending,20.36
1336,2025-01-21,Perfume,Beauty,6,364.72,2188.32,9.5,22.98,5385,48,Female,East,PayPal,Completed,16.45
1337,2024-07-19,Laptop,Electronics,10,188.62,1886.2,4.43,9.47,7376,49,Male,West,Cash,Pending,10.21
1338,2024-05-06,Refrigerator,Home Appliances,7,387.25,2710.75,3.44,15.42,1247,19,Other,West,Bank Transfer,Returned,15.07
1339,2024-03-06,Refrigerator,Home Appliances,9,288.64,2597.76,17.16,21.74,3604,22,Female,East,Bank Transfer,Shipped,6.66
1340,2024-12-16,Lipstick,Beauty,1,316.75,316.75,8.21,29.24,2640,56,Female,East,PayPal,Shipped,34.0
1341,2024-07-24,Vacuum Cleaner,Home Appliances,7,153.76,1076.32,7.03,9.1,5557,19,Female,East,Bank Transfer,Pending,37.03
1342,2024-04-08,Jeans,Clothing,6,356.77,2140.62,14.96,7.58,5126,25,Other,East,Cash,Cancelled,33.04
1343,2024-05-11,Laptop,Electronics,9,308.6,2777.4,3.95,8.83,5792,61,Female,South,Cash,Pending,42.53
1344,2024-02-24,Shampoo,Beauty,2,250.4,500.8,14.1,20.48,9620,56,Male,North,Cash,Returned,47.6
1345,2024-06-10,Microwave,Home Appliances,7,340.19,2381.33,16.04,22.0,9819,57,Female,South,Debit Card,Cancelled,10.25
1346,2024-05-11,Lipstick,Beauty,1,317.87,317.87,10.28,11.59,7360,45,Male,South,Credit Card,Cancelled,25.39
1347,2024-09-03,T-Shirt,Clothing,3,88.07,264.21,2.38,27.13,1127,18,Female,East,Bank Transfer,Returned,16.52
1348,2025-02-14,Perfume,Beauty,8,370.97,2967.76,16.28,6.62,5407,23,Female,North,Cash,Returned,49.79
1349,2025-01-27,Microwave,Home Appliances,5,261.06,1305.3,17.96,26.49,9877,49,Male,South,Debit Card,Cancelled,40.79
1350,2024-08-15,Shampoo,Beauty,10,209.8,2098.0,14.68,11.38,7334,38,Male,West,Cash,Completed,26.09
1351,2024-09-02,Smartwatch,Electronics,7,362.97,2540.79,1.28,25.86,3711,23,Other,North,Credit Card,Shipped,43.04
1352,2024-06-07,Perfume,Beauty,7,454.1,3178.7,11.89,14.49,5690,20,Female,East,Credit Card,Returned,46.17
1353,2024-03-01,Tablet,Electronics,1,464.88,464.88,17.54,17.05,8040,29,Female,North,PayPal,Cancelled,5.77
1354,2024-10-15,Smartwatch,Electronics,7,444.3,3110.1,18.45,17.53,1555,59,Female,West,Cash,Returned,33.62
1355,2024-08-02,Sneakers,Clothing,5,277.09,1385.45,19.5,26.89,4579,30,Other,West,Credit Card,Completed,34.03
1356,2024-11-19,Dress,Clothing,5,93.7,468.5,11.96,6.78,5069,19,Male,North,Cash,Cancelled,48.62
1357,2024-12-03,Refrigerator,Home Appliances,10,32.6,326.0,5.24,24.67,3583,50,Female,West,Cash,Returned,11.7
1358,2024-05-18,Washing Machine,Home Appliances,10,204.56,2045.6,2.13,9.63,6946,20,Male,East,PayPal,Pending,30.9
1359,2024-08-01,Shampoo,Beauty,6,432.1,2592.6,18.73,13.42,1769,49,Other,West,Cash,Shipped,15.1
